Surah,Ayah,Rule,FoundInOriginal,FoundInClean
20,53,"إخفاء النون الساكنة والتنوين","","ً ف"
20,64,"مد العوض","","ًّا"
20,67,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
20,73,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
20,82,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
20,86,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
20,86,"مد العوض","","فًا"
20,88,"إخفاء النون الساكنة والتنوين","","ٌ ف"
20,89,"مد العوض","","عًا"
20,96,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
20,97,"مد العوض","","فًا"
20,98,"مد العوض","","مًا"
20,99,"مد العوض","","رًا"
20,101,"مد العوض","","لًا"
20,102,"مد العوض","","قًا"
20,103,"مد العوض","","رًا"
20,104,"مد العوض","","مًا"
20,105,"مد العوض","","فًا"
20,106,"مد العوض","","فًا"
20,107,"مد العوض","","تًا"
20,108,"مد العوض","","سًا"
20,109,"مد العوض","","لًا"
20,110,"مد العوض","","مًا"
20,111,"مد العوض","","مًا"
20,112,"إخفاء النون الساكنة والتنوين","","ٌ ف"
20,112,"مد العوض","","مًا"
20,113,"مد العوض","","رًا"
20,114,"مد العوض","","مًا"
20,115,"مد العوض","","مًا"
20,117,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
20,123,"المد العارض للسكون","","عَدُوٌّ ۖ"
20,124,"إخفاء النون الساكنة والتنوين","","ً ض"
20,125,"مد العوض","","رًا"
20,129,"إخفاء النون الساكنة والتنوين","","ٌ س"
20,129,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
20,131,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
20,132,"مد العوض","","قًا"
20,135,"إخفاء النون الساكنة والتنوين","","ٌ ف"
20,135,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
21,3,"إخفاء النون الساكنة والتنوين","","ً ق"
21,3,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
21,5,"إخفاء النون الساكنة والتنوين","","ٌ ف"
21,5,"إقلاب النون الساكنة والتنوين","","ٍ ب"
21,11,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
21,21,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
21,26,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
21,26,"مد العوض","","دًا"
21,29,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
21,32,"مد العوض","","ظًا"
21,33,"إخفاء النون الساكنة والتنوين","","ٌ ف"
21,40,"إخفاء النون الساكنة والتنوين","","ً ف"
21,43,"إخفاء النون الساكنة والتنوين","","ٌ ت"
21,46,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
21,47,"إخفاء النون الساكنة والتنوين","","ٌ ش"
21,47,"مد العوض","","ًٔا"
21,48,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
21,50,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
21,73,"إدغام النون الساكنة والتنوين - بغنة","","ً ي"
21,79,"مد العوض","","مًا"
21,81,"إخفاء النون الساكنة والتنوين","","ً ت"
21,84,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
21,85,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
21,90,"مد العوض","","بًا"
21,91,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
21,92,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
21,92,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
21,94,"إخفاء النون الساكنة والتنوين","","ٌ ف"
21,99,"إخفاء النون الساكنة والتنوين","","ٌ ف"
21,99,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
21,100,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
21,107,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
21,108,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
21,109,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
21,111,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
22,1,"المد العارض للسكون","","عَظِيمٌ"
22,2,"المد العارض للسكون","","شَدِيدٌ"
22,5,"إخفاء النون الساكنة والتنوين","","ً ف"
22,5,"إقلاب النون الساكنة والتنوين","","ٍ ب"
22,5,"مد العوض","","ًٔا"
22,6,"المد العارض للسكون","","قَدِيرٌ"
22,7,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
22,16,"إقلاب النون الساكنة والتنوين","","ٍ ب"
22,18,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
22,19,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
22,23,"المد العارض للسكون","","حَرِيرٌ"
22,23,"مد العوض","","ؤًا"
22,25,"إقلاب النون الساكنة والتنوين","","ٍ ب"
22,30,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
22,34,"إخفاء النون الساكنة والتنوين","","ٌ ف"
22,34,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
22,36,"المد العارض للسكون","","خَيْرٌ ۖ"
22,36,"مد اللين","","خَيْرٌ ۖ"
22,40,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
22,40,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
22,40,"مد العوض","","رًا"
22,42,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
22,45,"إخفاء النون الساكنة والتنوين","","ٌ ف"
22,46,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
22,46,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
22,48,"إخفاء النون الساكنة والتنوين","","ٌ ث"
22,49,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
22,49,"المد العارض للسكون","","مُّبِينٌ"
22,50,"إخفاء النون الساكنة والتنوين","","ٌ ك"
22,50,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
22,50,"المد العارض للسكون","","كَرِيمٌ"
22,52,"المد العارض للسكون","","حَكِيمٌ"
22,53,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
22,53,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
22,53,"إقلاب النون الساكنة والتنوين","","ٍ ب"
22,57,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
22,57,"المد العارض للسكون","","مُّهِينٌ"
22,58,"مد العوض","","نًا"
22,59,"المد العارض للسكون","","حَلِيمٌ"
22,60,"المد العارض للسكون","","غَفُورٌ"
22,61,"المد العارض للسكون","","بَصِيرٌ"
22,63,"إخفاء النون الساكنة والتنوين","","ً ف"
22,63,"المد العارض للسكون","","خَبِيرٌ"
22,65,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
22,65,"المد العارض للسكون","","رَّحِيمٌ"
22,66,"المد العارض للسكون","","لَكَفُورٌ"
22,70,"المد العارض للسكون","","يَسِيرٌ"
22,73,"إخفاء النون الساكنة والتنوين","","ٌ ف"
22,75,"المد العارض للسكون","","بَصِيرٌ"
23,13,"إخفاء النون الساكنة والتنوين","","ً ف"
23,14,"إخفاء النون الساكنة والتنوين","","ً ف"
23,14,"إخفاء النون الساكنة والتنوين","","ً ف"
23,18,"إقلاب النون الساكنة والتنوين","","ٍ ب"
23,19,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
23,20,"إخفاء النون الساكنة والتنوين","","ً ت"
23,21,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
23,24,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
23,24,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
23,25,"إخفاء النون الساكنة والتنوين","","ٌ ف"
23,33,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
23,44,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ر"
23,50,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
23,51,"المد العارض للسكون","","عَلِيمٌ"
23,52,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
23,52,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
23,53,"إقلاب النون الساكنة والتنوين","","ٍ ب"
23,53,"مد العوض","","رًا"
23,62,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
23,63,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
23,72,"المد العارض للسكون","","خَيْرٌ ۖ"
23,72,"مد اللين","","خَيْرٌ ۖ"
23,91,"إقلاب النون الساكنة والتنوين","","ٍ ب"
23,109,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
23,114,"مد العوض","","لًا"
24,1,"إقلاب النون الساكنة والتنوين","","ٍ ب"
24,2,"إخفاء النون الساكنة والتنوين","","ٌ ف"
24,2,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
24,3,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
24,4,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
24,4,"مد العوض","","دًا"
24,5,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
24,5,"المد العارض للسكون","","رَّحِيمٌ"
24,6,"إقلاب النون الساكنة والتنوين","","ٍ ب"
24,8,"إقلاب النون الساكنة والتنوين","","ٍ ب"
24,11,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
24,11,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
24,11,"المد العارض للسكون","","عَظِيمٌ"
24,12,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
24,12,"المد العارض للسكون","","مُّبِينٌ"
24,15,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
24,15,"المد العارض للسكون","","عَظِيمٌ"
24,16,"المد العارض للسكون","","عَظِيمٌ"
24,19,"إخفاء النون الساكنة والتنوين","","ٌ ف"
24,20,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
24,20,"المد العارض للسكون","","رَّحِيمٌ"
24,21,"المد العارض للسكون","","عَلِيمٌ"
24,22,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
24,23,"المد العارض للسكون","","عَظِيمٌ"
24,26,"إخفاء النون الساكنة والتنوين","","ٌ ك"
24,26,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
24,26,"المد العارض للسكون","","كَرِيمٌ"
24,27,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
24,28,"المد العارض للسكون","","عَلِيمٌ"
24,29,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
24,32,"المد العارض للسكون","","عَلِيمٌ"
24,33,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
24,33,"المد العارض للسكون","","رَّحِيمٌ"
24,33,"مد العوض","","رًا"
24,34,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
24,35,"إخفاء النون الساكنة والتنوين","","ٌ د"
24,35,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
24,35,"المد العارض للسكون","","نَارٌ ۚ"
24,35,"المد العارض للسكون","","عَلِيمٌ"
24,37,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
24,37,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
24,39,"إقلاب النون الساكنة والتنوين","","ٍ ب"
24,40,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
24,40,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
24,40,"المد العارض للسكون","","سَحَابٌ ۚ"
24,41,"إخفاء النون الساكنة والتنوين","","ٌ ق"
24,44,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
24,45,"المد العارض للسكون","","قَدِيرٌ"
24,47,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
24,48,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
24,53,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
24,55,"مد العوض","","نًا"
24,55,"مد العوض","","ًٔا"
24,58,"المد العارض للسكون","","حَكِيمٌ"
24,59,"المد العارض للسكون","","حَكِيمٌ"
24,60,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
24,60,"إقلاب النون الساكنة والتنوين","","ٍ ب"
24,60,"المد العارض للسكون","","عَلِيمٌ"
24,61,"إخفاء النون الساكنة والتنوين","","ً ط"
24,61,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
24,61,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
24,61,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
24,61,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
24,61,"مد العوض","","تًا"
24,62,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
24,62,"المد العارض للسكون","","رَّحِيمٌ"
24,63,"مد العوض","","ضًا"
24,63,"مد العوض","","ذًا"
25,2,"إخفاء النون الساكنة والتنوين","","ٌ ف"
25,2,"مد العوض","","رًا"
25,3,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
25,3,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
25,3,"مد العوض","","رًا"
25,4,"مد العوض","","رًا"
25,5,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
25,5,"مد العوض","","لًا"
25,6,"مد العوض","","مًا"
25,7,"إخفاء النون الساكنة والتنوين","","ٌ ف"
25,8,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
25,9,"مد العوض","","لًا"
25,12,"إقلاب النون الساكنة والتنوين","","ٍ ب"
25,12,"مد العوض","","رًا"
25,13,"مد العوض","","رًا"
25,14,"مد العوض","","رًا"
25,15,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
25,15,"مد العوض","","رًا"
25,16,"مد العوض","","لًا"
25,18,"مد العوض","","رًا"
25,19,"مد العوض","","رًا"
25,19,"مد العوض","","رًا"
25,20,"مد العوض","","رًا"
25,21,"مد العوض","","رًا"
25,22,"مد العوض","","رًا"
25,23,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
25,24,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
25,24,"مد العوض","","لًا"
25,26,"مد العوض","","رًا"
25,27,"مد العوض","","لًا"
25,28,"مد العوض","","لًا"
25,29,"مد العوض","","لًا"
25,30,"مد العوض","","رًا"
25,31,"مد العوض","","رًا"
25,32,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
25,32,"مد العوض","","لًا"
25,34,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
25,34,"مد العوض","","لًا"
25,35,"مد العوض","","رًا"
25,36,"مد العوض","","رًا"
25,37,"مد العوض","","مًا"
25,38,"مد العوض","","رًا"
25,39,"مد العوض","","رًا"
25,40,"مد العوض","","رًا"
25,45,"مد العوض","","لًا"
25,46,"مد العوض","","رًا"
25,47,"مد العوض","","رًا"
25,48,"إخفاء النون الساكنة والتنوين","","ً ط"
25,48,"مد العوض","","رًا"
25,49,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
25,49,"مد العوض","","رًا"
25,50,"مد العوض","","رًا"
25,51,"مد العوض","","رًا"
25,52,"مد العوض","","رًا"
25,53,"إخفاء النون الساكنة والتنوين","","ٌ ف"
25,53,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
25,53,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
25,53,"مد العوض","","رًا"
25,54,"مد العوض","","رًا"
25,54,"مد العوض","","رًا"
25,55,"مد العوض","","رًا"
25,56,"مد العوض","","رًا"
25,57,"مد العوض","","لًا"
25,59,"مد العوض","","رًا"
25,60,"مد العوض","","رًا"
25,61,"مد العوض","","رًا"
25,62,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
25,62,"مد العوض","","رًا"
25,63,"مد العوض","","مًا"
25,64,"مد العوض","","مًا"
25,66,"مد العوض","","مًا"
25,67,"مد العوض","","مًا"
25,68,"مد العوض","","مًا"
25,70,"مد العوض","","مًا"
25,71,"مد العوض","","بًا"
25,72,"مد العوض","","مًا"
25,73,"مد العوض","","نًا"
25,75,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
25,76,"مد العوض","","مًا"
26,3,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ن"
26,4,"إخفاء النون الساكنة والتنوين","","ً ف"
26,14,"إخفاء النون الساكنة والتنوين","","ٌ ف"
26,22,"إخفاء النون الساكنة والتنوين","","ٌ ت"
26,27,"المد العارض للسكون","","لَمَجْنُونٌ"
26,32,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
26,32,"المد العارض للسكون","","مُّبِينٌ"
26,34,"المد العارض للسكون","","عَلِيمٌ"
26,54,"إخفاء النون الساكنة والتنوين","","ٌ ق"
26,77,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
26,88,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
26,102,"إخفاء النون الساكنة والتنوين","","ً ف"
26,107,"المد العارض للسكون","","أَمِينٌ"
26,115,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
26,115,"المد العارض للسكون","","مُّبِينٌ"
26,125,"المد العارض للسكون","","أَمِينٌ"
26,128,"إخفاء النون الساكنة والتنوين","","ً ت"
26,143,"المد العارض للسكون","","أَمِينٌ"
26,148,"المد العارض للسكون","","هَضِيمٌ"
26,154,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
26,155,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
26,155,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
26,162,"المد العارض للسكون","","أَمِينٌ"
26,173,"مد العوض","","رًا"
26,178,"المد العارض للسكون","","أَمِينٌ"
26,186,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
26,202,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
26,216,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
27,10,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
27,11,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
27,11,"المد العارض للسكون","","رَّحِيمٌ"
27,13,"إخفاء النون الساكنة والتنوين","","ً ق"
27,13,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
27,13,"المد العارض للسكون","","مُّبِينٌ"
27,14,"مد العوض","","ًّا"
27,15,"مد العوض","","مًا"
27,18,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
27,22,"إقلاب النون الساكنة والتنوين","","ٍ ب"
27,23,"إخفاء النون الساكنة والتنوين","","ً ت"
27,23,"المد العارض للسكون","","عَظِيمٌ"
27,29,"إخفاء النون الساكنة والتنوين","","ٌ ك"
27,36,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
27,37,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
27,39,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
27,39,"المد العارض للسكون","","أَمِينٌ"
27,40,"إخفاء النون الساكنة والتنوين","","ٌ ك"
27,40,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
27,40,"المد العارض للسكون","","كَرِيمٌ"
27,44,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
27,44,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
27,44,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
27,47,"إخفاء النون الساكنة والتنوين","","ٌ ت"
27,52,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
27,55,"إخفاء النون الساكنة والتنوين","","ٌ ت"
27,55,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
27,56,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
27,58,"مد العوض","","رًا"
27,60,"إخفاء النون الساكنة والتنوين","","ً ف"
27,60,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
27,60,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
27,61,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
27,62,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
27,63,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
27,64,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
27,77,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
27,82,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
27,88,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
27,89,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
28,4,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
28,5,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
28,13,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
28,14,"مد العوض","","مًا"
28,15,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
28,15,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
28,15,"المد العارض للسكون","","مُّبِينٌ"
28,18,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
28,18,"المد العارض للسكون","","مُّبِينٌ"
28,19,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
28,20,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
28,23,"إخفاء النون الساكنة والتنوين","","ٌ ك"
28,23,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
28,23,"المد العارض للسكون","","كَبِيرٌ"
28,24,"المد العارض للسكون","","فَقِيرٌ"
28,28,"المد العارض للسكون","","وَكِيلٌ"
28,31,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
28,36,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
28,41,"إدغام النون الساكنة والتنوين - بغنة","","ً ي"
28,43,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
28,46,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
28,58,"إقلاب النون الساكنة والتنوين","","ٍ ب"
28,58,"مد العوض","","لًا"
28,60,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
28,78,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
28,78,"مد العوض","","عًا"
28,80,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
28,83,"مد العوض","","دًا"
28,84,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
28,86,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
29,8,"إخفاء النون الساكنة والتنوين","","ٌ ف"
29,8,"مد العوض","","نًا"
29,10,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
29,15,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
29,16,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
29,18,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
29,19,"المد العارض للسكون","","يَسِيرٌ"
29,20,"المد العارض للسكون","","قَدِيرٌ"
29,23,"المد العارض للسكون","","أَلِيمٌ"
29,26,"المد العارض للسكون","","لُوطٌ ۘ"
29,32,"مد العوض","","طًا"
29,35,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
29,41,"مد العوض","","تًا"
29,44,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
29,46,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
29,49,"إخفاء النون الساكنة والتنوين","","ٌ ف"
29,50,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
29,50,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
29,51,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
29,52,"مد العوض","","دًا"
29,53,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
29,53,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
29,56,"إخفاء النون الساكنة والتنوين","","ٌ ف"
29,62,"المد العارض للسكون","","عَلِيمٌ"
29,63,"إخفاء النون الساكنة والتنوين","","ً ف"
29,64,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
30,9,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
30,20,"إخفاء النون الساكنة والتنوين","","ٌ ت"
30,21,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
30,24,"إخفاء النون الساكنة والتنوين","","ً ف"
30,25,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
30,26,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
30,28,"إخفاء النون الساكنة والتنوين","","ٌ ت"
30,30,"مد العوض","","فًا"
30,32,"إقلاب النون الساكنة والتنوين","","ٍ ب"
30,32,"مد العوض","","عًا"
30,33,"إخفاء النون الساكنة والتنوين","","ٌ د"
30,33,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
30,36,"إخفاء النون الساكنة والتنوين","","ً ف"
30,38,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
30,43,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
30,50,"المد العارض للسكون","","قَدِيرٌ"
30,54,"إخفاء النون الساكنة والتنوين","","ً ث"
31,3,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
31,6,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
31,6,"المد العارض للسكون","","مُّهِينٌ"
31,7,"مد العوض","","رًا"
31,9,"مد العوض","","ًّا"
31,10,"إخفاء النون الساكنة والتنوين","","ً ف"
31,12,"المد العارض للسكون","","حَمِيدٌ"
31,13,"المد العارض للسكون","","عَظِيمٌ"
31,15,"إخفاء النون الساكنة والتنوين","","ٌ ف"
31,15,"مد العوض","","فًا"
31,16,"المد العارض للسكون","","خَبِيرٌ"
31,20,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
31,22,"إخفاء النون الساكنة والتنوين","","ٌ ف"
31,27,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
31,27,"المد العارض للسكون","","حَكِيمٌ"
31,29,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
31,29,"المد العارض للسكون","","خَبِيرٌ"
31,32,"إخفاء النون الساكنة والتنوين","","ٌ ك"
31,34,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
31,34,"مد العوض","","دًا"
32,10,"المد العارض للسكون","","جَدِيدٍ ۚ"
32,17,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
32,18,"مد العوض","","قًا"
32,24,"إدغام النون الساكنة والتنوين - بغنة","","ً ي"
33,1,"مد العوض","","مًا"
33,2,"مد العوض","","رًا"
33,3,"مد العوض","","لًا"
33,5,"إخفاء النون الساكنة والتنوين","","ٌ ف"
33,6,"مد العوض","","فًا"
33,6,"مد العوض","","رًا"
33,7,"مد العوض","","ظًا"
33,8,"مد العوض","","مًا"
33,9,"إخفاء النون الساكنة والتنوين","","ٌ ف"
33,11,"مد العوض","","دًا"
33,12,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
33,12,"مد العوض","","رًا"
33,13,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
33,13,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
33,13,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
33,13,"مد العوض","","رًا"
33,14,"مد العوض","","رًا"
33,15,"مد العوض","","لًا"
33,16,"مد العوض","","لًا"
33,17,"مد العوض","","رًا"
33,19,"مد العوض","","رًا"
33,20,"مد العوض","","لًا"
33,21,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
33,21,"مد العوض","","رًا"
33,22,"مد العوض","","مًا"
33,23,"إخفاء النون الساكنة والتنوين","","ٌ ص"
33,23,"مد العوض","","لًا"
33,24,"مد العوض","","مًا"
33,25,"مد العوض","","رًا"
33,25,"مد العوض","","زًا"
33,26,"مد العوض","","قًا"
33,27,"مد العوض","","رًا"
33,28,"مد العوض","","لًا"
33,29,"مد العوض","","مًا"
33,30,"مد العوض","","رًا"
33,31,"مد العوض","","مًا"
33,32,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
33,32,"مد العوض","","فًا"
33,33,"مد العوض","","رًا"
33,35,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
33,35,"مد العوض","","مًا"
